# 逐字稿 - moneyline_20260227_part1
# 來源網址: https://www.youtube.com/watch?v=eILpZ7DIAUg
# 轉換日期: 2026-02-27 20:29:03
# Whisper 模型: base

================================================================================


[00:00:00.000 --> 00:00:19.420]  歡迎收看前線百分百個表晚安 我是劉柱華
[00:46:46.200 --> 00:46:48.200]  所謂的資本利的
[00:46:48.200 --> 00:46:51.200]  所以它在付稅收付上面來講
[00:46:51.200 --> 00:46:53.200]  所以比較有利一些
[00:46:53.200 --> 00:46:54.200]  所以這邊來講的話
[00:46:54.200 --> 00:46:55.200]  我給大家一個建議
[00:46:55.200 --> 00:46:56.200]  就是說你配息之前
[00:46:56.200 --> 00:46:59.200]  可以了解一下這個配息的結構
[00:46:59.200 --> 00:47:01.200]  跟所謂的部位配置的一個部分
[00:47:01.200 --> 00:47:03.200]  來決定你是不是要參與配息
[00:47:03.200 --> 00:47:05.200]  如果你買了很多
[00:47:05.200 --> 00:47:06.200]  這種高股息的ETF的話
[00:47:06.200 --> 00:47:07.200]  你要算一下說
[00:47:07.200 --> 00:47:09.200]  來自於五四四這個部分來講
[00:47:09.200 --> 00:47:11.200]  盡量不要超過
[00:47:11.200 --> 00:47:13.200]  我們剛剛講的可能小稅的標準
[00:47:13.200 --> 00:47:15.200]  或者是單字配息要超過兩萬塊
[00:47:15.200 --> 00:47:18.200]  你要把它多分幾個贊護
[00:47:18.200 --> 00:47:19.200]  不要讓它超過
[00:47:19.200 --> 00:47:21.200]  但是如果你買的是這些
[00:47:21.200 --> 00:47:23.200]  所謂的我們剛剛講的像八九一
[00:47:23.200 --> 00:47:25.200]  或主動式的ETF
[00:47:25.200 --> 00:47:26.200]  但是它有配息的話
[00:47:26.200 --> 00:47:27.200]  它有沒有這樣的問題
[00:47:27.200 --> 00:47:28.200]  它就沒有這個問題
[00:47:28.200 --> 00:47:30.200]  基本上因為它是從
[00:47:30.200 --> 00:47:31.200]  資本利的來的
[00:47:31.200 --> 00:47:33.200]  所以就不會有配息的
[00:47:33.200 --> 00:47:34.200]  這個稅付的問題
[00:47:34.200 --> 00:47:36.200]  但是你要留意就是說
[00:47:36.200 --> 00:47:38.200]  因為像行情好
[00:47:38.200 --> 00:47:40.200]  所以這些來自於資本利的
[00:47:40.200 --> 00:47:41.200]  的部分就比較多
[00:47:41.200 --> 00:47:43.200]  不代表說它的一個穩定性來講
[00:47:43.200 --> 00:47:44.200]  就會持續
[00:47:44.200 --> 00:47:45.200]  當然我們希望
[00:47:45.200 --> 00:47:46.200]  如果台股越長的話
[00:47:46.200 --> 00:47:48.200]  當然這些ETF的話
[00:47:48.200 --> 00:47:50.200]  它配息的部分就越來越好
[00:47:50.200 --> 00:47:51.200]  OK非常清楚
[00:47:51.200 --> 00:47:52.200]  謝謝金金醫生
[00:47:52.200 --> 00:47:53.200]  謝謝至於
[00:47:53.200 --> 00:47:53.200]  休息一下
[00:47:53.200 --> 00:47:55.200]  等一下來談談長價股
[00:47:55.200 --> 00:47:56.200]  長到了今天
[00:47:56.200 --> 00:47:58.200]  有一點點分道揚標
[00:47:58.200 --> 00:48:00.200]  有一些些開始轉弱
[00:48:00.200 --> 00:48:01.200]  有一些姿態
[00:48:01.200 --> 00:48:02.200]  是非常的堅挺
[00:48:02.200 --> 00:48:03.200]  3月天長價概念股
[00:48:03.200 --> 00:48:04.200]  何去何從
[00:48:04.200 --> 00:48:05.200]  稍後告訴你
[00:48:05.200 --> 00:48:06.200]  等一下
[00:48:06.200 --> 00:48:07.200]  先不要走開
[00:48:07.200 --> 00:48:08.200]  天線百分百的觀眾朋友
[00:48:08.200 --> 00:48:09.200]  好可怕告訴你
[00:48:09.200 --> 00:48:11.200]  我們有新的理財頻道
[00:48:11.200 --> 00:48:12.200]  請鎖定
[00:48:12.200 --> 00:48:13.200]  Stare it
[00:48:13.200 --> 00:48:15.200]  去傻子理財藍圖
[00:48:15.200 --> 00:48:17.200]  歡迎訂閱按讚開啟小鈴鐺
[00:48:18.200 --> 00:48:19.200]  每個禮拜二
[00:48:19.200 --> 00:48:20.200]  禮拜四晚上
[00:48:20.200 --> 00:48:21.200]  會有新的影片上線
[00:48:21.200 --> 00:48:24.200]  投資領才千萬不要錯誤
[00:48:24.200 --> 00:48:26.200]  投資股票好難喔
[00:48:26.200 --> 00:48:28.200]  還要買房買車程退休金
[00:48:28.200 --> 00:48:29.200]  好想要提早財富自由
[00:48:29.200 --> 00:48:30.200]  到底要怎麼樣
[00:48:30.200 --> 00:48:32.200]  可以增加北東收入呢
[00:48:32.200 --> 00:48:33.200]  只要鎖定Stare it
[00:48:33.200 --> 00:48:34.200]  小子理財藍圖
[00:48:34.200 --> 00:48:35.200]  影片每週
[00:48:35.200 --> 00:48:36.200]  4月晚間上線
[00:48:36.200 --> 00:48:38.200]  記得按讚訂閱開啟小鈴鐺
[00:48:38.200 --> 00:48:40.200]  才可以掌握最新資訊喔
[00:48:48.200 --> 00:48:52.440]  (音樂)
