# 逐字稿 - moneyline_20260227_part2
# 來源網址: https://www.youtube.com/watch?v=er1wzvrgI5I
# 轉換日期: 2026-02-27 20:31:40
# Whisper 模型: base

================================================================================


[00:00:00.000 --> 00:00:06.000]  台積電會不會被關 跟灰打大有關係
[00:47:58.500 --> 00:48:00.500]  所以在這樣的情況下
[00:48:00.500 --> 00:48:02.500]  就是胎骨只要基礎建設的體才還是在
[00:48:02.500 --> 00:48:04.500]  我覺得其實還真的有可能走自己的路
[00:48:04.500 --> 00:48:05.500]  漂亮
[00:48:05.500 --> 00:48:06.500]  謝謝機站
[00:48:06.500 --> 00:48:08.500]  請先回座了開胃的新創企業
[00:48:08.500 --> 00:48:09.500]  好強的底氣
[00:48:09.500 --> 00:48:11.500]  怎麼引領市場的資金
[00:48:11.500 --> 00:48:13.500]  休息一下張老師告訴你
[00:48:13.500 --> 00:48:15.500]  等一下先不要走開
[00:48:15.500 --> 00:48:17.500]  先先百分百的觀眾朋友
[00:48:17.500 --> 00:48:18.500]  好可怕告訴你
[00:48:18.500 --> 00:48:20.500]  我們有新的理財頻道
[00:48:20.500 --> 00:48:23.500]  請鎖定Story to小資理財藍圖
[00:48:23.500 --> 00:48:26.500]  歡迎訂閱按讚開啟小鈴鐺
[00:48:26.500 --> 00:48:28.500]  每個禮拜二禮拜四晚上
[00:48:28.500 --> 00:48:30.500]  會有新的影片上線
[00:48:30.500 --> 00:48:32.500]  投資理財千萬不要錯過
[00:48:32.500 --> 00:48:34.500]  小知足懂得擅戴自己
[00:48:34.500 --> 00:48:35.500]  享受生活
[00:48:35.500 --> 00:48:36.500]  配養品味與興趣
[00:48:36.500 --> 00:48:38.500]  也要懂得理財
[00:48:38.500 --> 00:48:39.500]  做聰明的消費者
[00:48:39.500 --> 00:48:41.500]  每一筆花費用股票
[00:48:41.500 --> 00:48:43.500]  ETF 積極
[00:48:43.500 --> 00:48:45.500]  無痛增加被動修入
[00:48:45.500 --> 00:48:46.500]  作有原則的投資員
[00:48:46.500 --> 00:48:48.500]  每一筆投資靠紀錄
[00:48:48.500 --> 00:48:49.500]  但是理性
[00:48:49.500 --> 00:48:51.500]  降低風險贏的報酬
[00:48:51.500 --> 00:48:53.500]  Story 小資理財藍圖
[00:48:53.500 --> 00:48:54.500]  影片每周二次晚間上線
[00:48:54.500 --> 00:48:56.500]  回去禮音陪你一起分享
[00:48:56.500 --> 00:48:57.500]  才不自由
[00:48:57.500 --> 00:48:58.500]  記得按讚訂閱開啟小鈴鐺
[00:48:58.500 --> 00:49:00.500]  才可以掌握最新資訊喔
