# 逐字稿 - moneyline_20260206_part1
# 來源網址: https://www.youtube.com/watch?v=kkPSkSs4WHg
# 轉換日期: 2026-02-07 14:11:10
# Whisper 模型: base

================================================================================


[00:00:00.000 --> 00:00:19.340]  歡迎收看前線百分百觀投晚安 我是劉柱華
[00:45:19.400 --> 00:45:21.400]  右上角的連8顆或創意
[00:45:21.400 --> 00:45:22.400]  我覺得你可以責服在這裡
[00:45:22.400 --> 00:45:23.400]  其他就是我們剛剛提到的
[00:45:23.400 --> 00:45:24.400]  Cowers的設備
[00:45:24.400 --> 00:45:26.400]  那因為Cowers就是缺
[00:45:26.400 --> 00:45:27.400]  這個邏輯
[00:45:27.400 --> 00:45:28.400]  一整年都不會變
[00:45:28.400 --> 00:45:29.400]  所以相關的
[00:45:29.400 --> 00:45:30.400]  像萬論得慮
[00:45:30.400 --> 00:45:31.400]  或者是自盛
[00:45:31.400 --> 00:45:32.400]  自盛今天盤中還繁紅
[00:45:32.400 --> 00:45:33.400]  那紅術
[00:45:33.400 --> 00:45:34.400]  我們也是在地黨
[00:45:34.400 --> 00:45:35.400]  跟大家報告
[00:45:35.400 --> 00:45:36.400]  其實一度還長到1900塊錢
[00:45:36.400 --> 00:45:38.400]  所以這是相關設備的
[00:45:38.400 --> 00:45:39.400]  那我們可以再看下一張
[00:45:39.400 --> 00:45:41.400]  下一張來講的話
[00:45:41.400 --> 00:45:42.400]  就是台積電的兩代名
[00:45:42.400 --> 00:45:43.400]  因為晶片
[00:45:43.400 --> 00:45:45.400]  就是Cowers接下來就是晶片的
[00:45:45.400 --> 00:45:46.400]  所以號彩的部分
[00:45:46.400 --> 00:45:47.400]  像生洋伴
[00:45:47.400 --> 00:45:48.400]  或者是中沙
[00:45:48.400 --> 00:45:49.400]  我們今天講的
[00:45:49.400 --> 00:45:50.400]  都是台積電法社會
[00:45:50.400 --> 00:45:51.400]  利多之後
[00:45:51.400 --> 00:45:52.400]  修正過了股票
[00:45:52.400 --> 00:45:53.400]  所以我們現在就是要找
[00:45:53.400 --> 00:45:54.400]  右下角
[00:45:54.400 --> 00:45:55.400]  避盛邏輯的股票
[00:45:55.400 --> 00:45:56.400]  去做一個夢想
[00:45:56.400 --> 00:45:57.400]  我看一下生洋伴
[00:45:57.400 --> 00:45:58.400]  今天說163塊錢
[00:45:58.400 --> 00:45:59.400]  對
[00:45:59.400 --> 00:46:01.400]  他們就是會利多
[00:46:01.400 --> 00:46:02.400]  先反應拉回
[00:46:02.400 --> 00:46:03.400]  所以其實這時候
[00:46:03.400 --> 00:46:04.400]  就去布局
[00:46:04.400 --> 00:46:05.400]  避盛邏輯
[00:46:05.400 --> 00:46:06.400]  然後估值修正過
[00:46:06.400 --> 00:46:07.400]  因為
[00:46:07.400 --> 00:46:08.400]  美國那些科技巨頭
[00:46:08.400 --> 00:46:09.400]  就是估值偏貴修正
[00:46:09.400 --> 00:46:10.400]  所以市場上的資金
[00:46:10.400 --> 00:46:11.400]  現在就是想要買便宜貨
[00:46:11.400 --> 00:46:12.400]  中沙呢
[00:46:12.400 --> 00:46:13.400]  中沙的部分
[00:46:13.400 --> 00:46:14.400]  大家也可以看一下
[00:46:14.400 --> 00:46:15.400]  這個還相對搶
[00:46:15.400 --> 00:46:16.400]  再記憶先這個地方
[00:46:16.400 --> 00:46:18.400]  所以拉回買的邏輯
[00:46:18.400 --> 00:46:19.400]  是不會變的
[00:46:19.400 --> 00:46:20.400]  OK
[00:46:20.400 --> 00:46:20.400]  再來
[00:46:20.400 --> 00:46:21.400]  好
[00:46:21.400 --> 00:46:22.400]  那最後就是我們剛講的
[00:46:22.400 --> 00:46:22.400]  電力划成
[00:46:22.400 --> 00:46:23.400]  四電
[00:46:23.400 --> 00:46:24.400]  這都是有外銷到美國
[00:46:24.400 --> 00:46:25.400]  要做編壓器的
[00:46:25.400 --> 00:46:26.400]  那另外就是
[00:46:26.400 --> 00:46:27.400]  先進製程的話
[00:46:27.400 --> 00:46:28.400]  就會需要用它
[00:46:28.400 --> 00:46:29.400]  特用化學的部分
[00:46:29.400 --> 00:46:30.400]  這些也都是經過
[00:46:30.400 --> 00:46:31.400]  修正整理的股票
[00:46:31.400 --> 00:46:32.400]  OK
[00:46:32.400 --> 00:46:32.400]  好
[00:46:32.400 --> 00:46:33.400]  非常清楚
[00:46:33.400 --> 00:46:34.400]  謝謝志林請先回座
[00:46:34.400 --> 00:46:35.400]  告訴大家
[00:46:35.400 --> 00:46:36.400]  再接下來
[00:46:36.400 --> 00:46:37.400]  股市的修正
[00:46:37.400 --> 00:46:38.400]  都是因為長多了
[00:46:38.400 --> 00:46:39.400]  但是
[00:46:39.400 --> 00:46:40.400]  如果像最近
[00:46:40.400 --> 00:46:41.400]  美國股市
[00:46:41.400 --> 00:46:42.400]  軟體股跌得這麼多
[00:46:42.400 --> 00:46:43.400]  他的慣性來說
[00:46:43.400 --> 00:46:44.400]  接下來在硬體的族群
[00:46:44.400 --> 00:46:46.400]  都有機會還他公道
[00:46:46.400 --> 00:46:47.400]  如果資金再回來
[00:46:47.400 --> 00:46:48.400]  會鎖定誰
[00:46:48.400 --> 00:46:49.400]  就給你做參考了
[00:46:49.400 --> 00:46:50.400]  剛剛參考的是
[00:46:50.400 --> 00:46:51.400]  美銀
[00:46:51.400 --> 00:46:52.400]  在上個禮拜
[00:46:52.400 --> 00:46:54.400]  就對全球股市的
[00:46:54.400 --> 00:46:56.400]  超買提出了景訊
[00:46:56.400 --> 00:46:57.400]  這個禮拜
[00:46:57.400 --> 00:46:58.400]  瑞銀揭發了他們對
[00:46:58.400 --> 00:47:01.400]  2026年的十大意外
[00:47:01.400 --> 00:47:02.400]  其中
[00:47:02.400 --> 00:47:04.400]  特別提到了美國股市
[00:47:04.400 --> 00:47:05.400]  他們認為
[00:47:05.400 --> 00:47:06.400]  接下來
[00:47:06.400 --> 00:47:08.400]  美國股市在一個情境當中
[00:47:08.400 --> 00:47:09.400]  可能會出現
[00:47:09.400 --> 00:47:10.400]  先鋒漲
[00:47:10.400 --> 00:47:11.400]  後辨煉
[00:47:11.400 --> 00:47:12.400]  鋒漲
[00:47:12.400 --> 00:47:13.400]  漲到哪裡
[00:47:13.400 --> 00:47:14.400]  辨煉
[00:47:14.400 --> 00:47:14.400]  跌到哪裡
[00:47:14.400 --> 00:47:15.400]  休息一下
[00:47:15.400 --> 00:47:16.400]  十大意外
[00:47:16.400 --> 00:47:17.400]  陳老師告訴你
[00:47:17.400 --> 00:47:18.400]  等一下
[00:47:18.400 --> 00:47:19.400]  先不要走開
[00:47:19.400 --> 00:47:21.400]  先先百分百的觀眾朋友
[00:47:21.400 --> 00:47:22.400]  好可怕告訴你
[00:47:22.400 --> 00:47:23.400]  我們有新的理財頻道
[00:47:23.400 --> 00:47:25.400]  請鎖定
[00:47:25.400 --> 00:47:27.400]  Stary去少資理財藍圖
[00:47:27.400 --> 00:47:30.400]  歡迎訂閱、按讚、開啟小鈴鐺
[00:47:30.400 --> 00:47:31.400]  每個禮拜
[00:47:31.400 --> 00:47:32.400]  二禮拜四晚上
[00:47:32.400 --> 00:47:34.400]  會有新的影片上線
[00:47:34.400 --> 00:47:36.400]  投資理財千萬不要錯誤
[00:47:54.400 --> 00:47:56.400]  還看不過癮嗎
[00:47:56.400 --> 00:47:57.400]  更多精采內容
[00:47:57.400 --> 00:47:59.400]  趕緊下載非凡新聞APP
